Arch_ID,D1,D2,D3,W1,W2,W3,WMul1,WMul2,WMul3,Params,FLOPs
183,4,4,5,192,320,896,12,10,14,77.349594,8566.990464
184,4,4,5,192,320,1024,12,10,16,97.669594,9867.308032
185,4,4,5,192,384,512,12,12,8,35.604954,6464.476672
186,4,4,5,192,384,640,12,12,10,48.04425,7260.429184
187,4,4,5,192,384,768,12,12,12,63.137754,8226.251008
188,4,4,5,192,384,896,12,12,14,80.885466,9361.942144
189,4,4,5,192,384,1024,12,12,16,101.287386,10667.502592
190,4,4,5,192,448,512,12,14,8,39.411162,7375.820288
191,4,4,5,192,448,640,12,14,10,51.932378,8177.01568
192,4,4,5,192,448,768,12,14,12,67.107802,9148.080384
193,4,4,5,192,448,896,12,14,14,84.937434,10289.0144
194,4,4,5,192,448,1024,12,14,16,105.421274,11599.817728
195,4,4,5,192,512,512,12,16,8,43.733466,8419.28448
196,4,4,5,192,512,640,12,16,10,56.336602,9225.722752
197,4,4,5,192,512,768,12,16,12,71.593946,10202.030336
198,4,4,5,192,512,896,12,16,14,89.505498,11348.207232
199,4,4,5,192,512,1024,12,16,16,110.071258,12664.25344
200,4,4,5,224,256,512,14,8,8,30.467034,5923.411456
201,4,4,5,224,256,640,14,8,10,42.74249,6708.878208
202,4,4,5,224,256,768,14,8,12,57.672154,7664.214272
203,4,4,5,224,256,896,14,8,14,75.256026,8789.419648
204,4,4,5,224,256,1024,14,8,16,95.494106,10084.494336
205,4,4,5,224,320,512,14,10,8,33.26153,6575.7568
206,4,4,5,224,320,640,14,10,10,45.618906,7366.466432
207,4,4,5,224,320,768,14,10,12,60.63049,8327.045376
208,4,4,5,224,320,896,14,10,14,78.296282,9457.493632
209,4,4,5,224,320,1024,14,10,16,98.616282,10757.8112
210,4,4,5,224,384,512,14,12,8,36.572122,7360.22272
211,4,4,5,224,384,640,14,12,10,49.011418,8156.175232
212,4,4,5,224,384,768,14,12,12,64.104922,9121.997056
213,4,4,5,224,384,896,14,12,14,81.852634,10257.688192
214,4,4,5,224,384,1024,14,12,16,102.254554,11563.24864
215,4,4,5,224,448,512,14,14,8,40.39881,8276.809216
216,4,4,5,224,448,640,14,14,10,52.920026,9078.004608
217,4,4,5,224,448,768,14,14,12,68.09545,10049.069312
218,4,4,5,224,448,896,14,14,14,85.925082,11190.003328
219,4,4,5,224,448,1024,14,14,16,106.408922,12500.806656
220,4,4,5,224,512,512,14,16,8,44.741594,9325.516288
221,4,4,5,224,512,640,14,16,10,57.34473,10131.95456
222,4,4,5,224,512,768,14,16,12,72.602074,11108.262144
223,4,4,5,224,512,896,14,16,14,90.513626,12254.43904
224,4,4,5,224,512,1024,14,16,16,111.079386,13570.485248
225,4,4,5,256,256,512,16,8,8,31.522266,6940.79232
226,4,4,5,256,256,640,16,8,10,43.797722,7726.259072
227,4,4,5,256,256,768,16,8,12,58.727386,8681.595136
228,4,4,5,256,256,896,16,8,14,76.311258,9806.800512
229,4,4,5,256,256,1024,16,8,16,96.549338,11101.8752
230,4,4,5,256,320,512,16,10,8,34.337242,7598.380544
231,4,4,5,256,320,640,16,10,10,46.694618,8389.090176
232,4,4,5,256,320,768,16,10,12,61.706202,9349.66912
233,4,4,5,256,320,896,16,10,14,79.371994,10480.117376
234,4,4,5,256,320,1024,16,10,16,99.691994,11780.434944
235,4,4,5,256,384,512,16,12,8,37.668314,8388.089344
236,4,4,5,256,384,640,16,12,10,50.10761,9184.041856
237,4,4,5,256,384,768,16,12,12,65.201114,10149.86368
238,4,4,5,256,384,896,16,12,14,82.948826,11285.554816
239,4,4,5,256,384,1024,16,12,16,103.350746,12591.115264
240,4,4,5,256,448,512,16,14,8,41.515482,9309.91872
241,4,4,5,256,448,640,16,14,10,54.036698,10111.114112
242,4,4,5,256,448,768,16,14,12,69.212122,11082.178816
243,4,4,5,256,448,896,16,14,14,87.041754,12223.112832
244,4,4,5,256,448,1024,16,14,16,107.525594,13533.91616
245,4,4,5,256,512,512,16,16,8,45.878746,10363.868672
246,4,4,5,256,512,640,16,16,10,58.481882,11170.306944
247,4,4,5,256,512,768,16,16,12,73.739226,12146.614528
248,4,4,5,256,512,896,16,16,14,91.650778,13292.791424
249,4,4,5,256,512,1024,16,16,16,112.216538,14608.837632
250,4,4,7,128,256,512,8,8,8,37.516762,4268.103168
251,4,4,7,128,256,640,8,8,10,55.101658,5393.341312
252,4,4,7,128,256,768,8,8,12,76.52041,6763.94624
253,4,4,7,128,256,896,8,8,14,101.773018,8379.917952
254,4,4,7,128,256,1024,8,8,16,130.859482,10241.256448
255,4,4,7,128,320,512,8,10,8,40.249818,4904.719872
256,4,4,7,128,320,640,8,10,10,57.916634,6035.200896
257,4,4,7,128,320,768,8,10,12,79.417306,7411.048704
258,4,4,7,128,320,896,8,10,14,104.751834,9032.263296
259,4,4,7,128,320,1024,8,10,16,133.920218,10898.844672
260,4,4,7,128,384,512,8,12,8,43.49897,5673.457152
261,4,4,7,128,384,640,8,12,10,61.247706,6809.181056
262,4,4,7,128,384,768,8,12,12,82.830298,8190.271744
263,4,4,7,128,384,896,8,12,14,108.246746,9816.729216
264,4,4,7,128,384,1024,8,12,16,137.49705,11688.553472
265,4,4,7,128,448,512,8,14,8,47.264218,6574.315008
266,4,4,7,128,448,640,8,14,10,65.094874,7715.281792
267,4,4,7,128,448,768,8,14,12,86.759386,9101.61536
268,4,4,7,128,448,896,8,14,14,112.257754,10733.315712
269,4,4,7,128,448,1024,8,14,16,141.589978,12610.382848
270,4,4,7,128,512,512,8,16,8,51.545562,7607.29344
271,4,4,7,128,512,640,8,16,10,69.458138,8753.503104
272,4,4,7,128,512,768,8,16,12,91.20457,10145.079552
273,4,4,7,128,512,896,8,16,14,116.784858,11782.022784
274,4,4,7,128,512,1024,8,16,16,146.199002,13664.3328
275,4,4,7,160,256,512,10,8,8,38.184922,4889.122304
276,4,4,7,160,256,640,10,8,10,55.769818,6014.360448
277,4,4,7,160,256,768,10,8,12,77.18857,7384.965376
278,4,4,7,160,256,896,10,8,14,102.441178,9000.937088
279,4,4,7,160,256,1024,10,8,16,131.527642,10862.275584
280,4,4,7,160,320,512,10,10,8,40.938458,5530.981888
281,4,4,7,160,320,640,10,10,10,58.605274,6661.462912
282,4,4,7,160,320,768,10,10,12,80.105946,8037.31072
283,4,4,7,160,320,896,10,10,14,105.440474,9658.525312
284,4,4,7,160,320,1024,10,10,16,134.608858,11525.106688
285,4,4,7,160,384,512,10,12,8,44.20809,6304.962048
286,4,4,7,160,384,640,10,12,10,61.956826,7440.685952
287,4,4,7,160,384,768,10,12,12,83.539418,8821.77664
288,4,4,7,160,384,896,10,12,14,108.955866,10448.234112
289,4,4,7,160,384,1024,10,12,16,138.20617,12320.058368
290,4,4,7,160,448,512,10,14,8,47.993818,7211.062784
291,4,4,7,160,448,640,10,14,10,65.824474,8352.029568
292,4,4,7,160,448,768,10,14,12,87.488986,9738.363136
293,4,4,7,160,448,896,10,14,14,112.987354,11370.063488
294,4,4,7,160,448,1024,10,14,16,142.319578,13247.130624
295,4,4,7,160,512,512,10,16,8,52.295642,8249.284096
296,4,4,7,160,512,640,10,16,10,70.208218,9395.49376
297,4,4,7,160,512,768,10,16,12,91.95465,10787.070208
298,4,4,7,160,512,896,10,16,14,117.534938,12424.01344
299,4,4,7,160,512,1024,10,16,16,146.949082,14306.323456
300,4,4,7,192,256,512,12,8,8,38.982106,5642.262016
301,4,4,7,192,256,640,12,8,10,56.567002,6767.50016
302,4,4,7,192,256,768,12,8,12,77.985754,8138.105088
303,4,4,7,192,256,896,12,8,14,103.238362,9754.0768
304,4,4,7,192,256,1024,12,8,16,132.324826,11615.415296
305,4,4,7,192,320,512,12,10,8,41.756122,6289.36448
306,4,4,7,192,320,640,12,10,10,59.422938,7419.845504
307,4,4,7,192,320,768,12,10,12,80.92361,8795.693312
308,4,4,7,192,320,896,12,10,14,106.258138,10416.907904
309,4,4,7,192,320,1024,12,10,16,135.426522,12283.48928
310,4,4,7,192,384,512,12,12,8,45.046234,7068.58752
311,4,4,7,192,384,640,12,12,10,62.79497,8204.311424
312,4,4,7,192,384,768,12,12,12,84.377562,9585.402112
313,4,4,7,192,384,896,12,12,14,109.79401,11211.859584
314,4,4,7,192,384,1024,12,12,16,139.044314,13083.68384
315,4,4,7,192,448,512,12,14,8,48.852442,7979.931136
316,4,4,7,192,448,640,12,14,10,66.683098,9120.89792
317,4,4,7,192,448,768,12,14,12,88.34761,10507.231488
318,4,4,7,192,448,896,12,14,14,113.845978,12138.93184
319,4,4,7,192,448,1024,12,14,16,143.178202,14015.998976
320,4,4,7,192,512,512,12,16,8,53.174746,9023.395328
321,4,4,7,192,512,640,12,16,10,71.087322,10169.604992
322,4,4,7,192,512,768,12,16,12,92.833754,11561.18144
323,4,4,7,192,512,896,12,16,14,118.414042,13198.124672
324,4,4,7,192,512,1024,12,16,16,147.828186,15080.434688
325,4,4,7,224,256,512,14,8,8,39.908314,6527.522304
326,4,4,7,224,256,640,14,8,10,57.49321,7652.760448
327,4,4,7,224,256,768,14,8,12,78.911962,9023.365376
328,4,4,7,224,256,896,14,8,14,104.16457,10639.337088
329,4,4,7,224,256,1024,14,8,16,133.251034,12500.675584
330,4,4,7,224,320,512,14,10,8,42.70281,7179.867648
331,4,4,7,224,320,640,14,10,10,60.369626,8310.348672
332,4,4,7,224,320,768,14,10,12,81.870298,9686.19648
333,4,4,7,224,320,896,14,10,14,107.204826,11307.411072
334,4,4,7,224,320,1024,14,10,16,136.37321,13173.992448
335,4,4,7,224,384,512,14,12,8,46.013402,7964.333568
336,4,4,7,224,384,640,14,12,10,63.762138,9100.057472
337,4,4,7,224,384,768,14,12,12,85.34473,10481.14816
338,4,4,7,224,384,896,14,12,14,110.761178,12107.605632
339,4,4,7,224,384,1024,14,12,16,140.011482,13979.429888
340,4,4,7,224,448,512,14,14,8,49.84009,8880.920064
341,4,4,7,224,448,640,14,14,10,67.670746,10021.886848
342,4,4,7,224,448,768,14,14,12,89.335258,11408.220416
343,4,4,7,224,448,896,14,14,14,114.833626,13039.920768
344,4,4,7,224,448,1024,14,14,16,144.16585,14916.987904
345,4,4,7,224,512,512,14,16,8,54.182874,9929.627136
346,4,4,7,224,512,640,14,16,10,72.09545,11075.8368
347,4,4,7,224,512,768,14,16,12,93.841882,12467.413248
348,4,4,7,224,512,896,14,16,14,119.42217,14104.35648
349,4,4,7,224,512,1024,14,16,16,148.836314,15986.666496
350,4,4,7,256,256,512,16,8,8,40.963546,7544.903168
351,4,4,7,256,256,640,16,8,10,58.548442,8670.141312
352,4,4,7,256,256,768,16,8,12,79.967194,10040.74624
353,4,4,7,256,256,896,16,8,14,105.219802,11656.717952
354,4,4,7,256,256,1024,16,8,16,134.306266,13518.056448
355,4,4,7,256,320,512,16,10,8,43.778522,8202.491392
356,4,4,7,256,320,640,16,10,10,61.445338,9332.972416
357,4,4,7,256,320,768,16,10,12,82.94601,10708.820224
358,4,4,7,256,320,896,16,10,14,108.280538,12330.034816
359,4,4,7,256,320,1024,16,10,16,137.448922,14196.616192
360,4,4,7,256,384,512,16,12,8,47.109594,8992.200192
361,4,4,7,256,384,640,16,12,10,64.85833,10127.924096
362,4,4,7,256,384,768,16,12,12,86.440922,11509.014784
363,4,4,7,256,384,896,16,12,14,111.85737,13135.472256
364,4,4,7,256,384,1024,16,12,16,141.107674,15007.296512
365,4,4,7,256,448,512,16,14,8,50.956762,9914.029568
366,4,4,7,256,448,640,16,14,10,68.787418,11054.996352
367,4,4,7,256,448,768,16,14,12,90.45193,12441.32992
368,4,4,7,256,448,896,16,14,14,115.950298,14073.030272
369,4,4,7,256,448,1024,16,14,16,145.282522,15950.097408
370,4,4,7,256,512,512,16,16,8,55.320026,10967.97952
371,4,4,7,256,512,640,16,16,10,73.232602,12114.189184
372,4,4,7,256,512,768,16,16,12,94.979034,13505.765632
373,4,4,7,256,512,896,16,16,14,120.559322,15142.708864
374,4,4,7,256,512,1024,16,16,16,149.973466,17025.01888
375,4,4,9,128,256,512,8,8,8,46.958042,4872.214016
376,4,4,9,128,256,640,8,8,10,69.852378,6337.223552
377,4,4,9,128,256,768,8,8,12,97.760218,8123.097344
378,4,4,9,128,256,896,8,8,14,130.681562,10229.835392
379,4,4,9,128,256,1024,8,8,16,168.61641,12657.437696
380,4,4,9,128,320,512,8,10,8,49.691098,5508.83072
381,4,4,9,128,320,640,8,10,10,72.667354,6979.083136
382,4,4,9,128,320,768,8,10,12,100.657114,8770.199808
383,4,4,9,128,320,896,8,10,14,133.660378,10882.180736
384,4,4,9,128,320,1024,8,10,16,171.677146,13315.02592
385,4,4,9,128,384,512,8,12,8,52.94025,6277.568
386,4,4,9,128,384,640,8,12,10,75.998426,7753.063296
387,4,4,9,128,384,768,8,12,12,104.070106,9549.422848
388,4,4,9,128,384,896,8,12,14,137.15529,11666.646656
389,4,4,9,128,384,1024,8,12,16,175.253978,14104.73472
390,4,4,9,128,448,512,8,14,8,56.705498,7178.425856
391,4,4,9,128,448,640,8,14,10,79.845594,8659.164032
392,4,4,9,128,448,768,8,14,12,107.999194,10460.766464
393,4,4,9,128,448,896,8,14,14,141.166298,12583.233152
394,4,4,9,128,448,1024,8,14,16,179.346906,15026.564096
395,4,4,9,128,512,512,8,16,8,60.986842,8211.404288
396,4,4,9,128,512,640,8,16,10,84.208858,9697.385344
397,4,4,9,128,512,768,8,16,12,112.444378,11504.230656
398,4,4,9,128,512,896,8,16,14,145.693402,13631.940224
399,4,4,9,128,512,1024,8,16,16,183.95593,16080.514048
400,4,4,9,160,256,512,10,8,8,47.626202,5493.233152
401,4,4,9,160,256,640,10,8,10,70.520538,6958.242688
402,4,4,9,160,256,768,10,8,12,98.428378,8744.11648
403,4,4,9,160,256,896,10,8,14,131.349722,10850.854528
404,4,4,9,160,256,1024,10,8,16,169.28457,13278.456832
405,4,4,9,160,320,512,10,10,8,50.379738,6135.092736
406,4,4,9,160,320,640,10,10,10,73.355994,7605.345152
407,4,4,9,160,320,768,10,10,12,101.345754,9396.461824
408,4,4,9,160,320,896,10,10,14,134.349018,11508.442752
409,4,4,9,160,320,1024,10,10,16,172.365786,13941.287936
410,4,4,9,160,384,512,10,12,8,53.64937,6909.072896
411,4,4,9,160,384,640,10,12,10,76.707546,8384.568192
412,4,4,9,160,384,768,10,12,12,104.779226,10180.927744
413,4,4,9,160,384,896,10,12,14,137.86441,12298.151552
414,4,4,9,160,384,1024,10,12,16,175.963098,14736.239616
415,4,4,9,160,448,512,10,14,8,57.435098,7815.173632
416,4,4,9,160,448,640,10,14,10,80.575194,9295.911808
417,4,4,9,160,448,768,10,14,12,108.728794,11097.51424
418,4,4,9,160,448,896,10,14,14,141.895898,13219.980928
419,4,4,9,160,448,1024,10,14,16,180.076506,15663.311872
420,4,4,9,160,512,512,10,16,8,61.736922,8853.394944
421,4,4,9,160,512,640,10,16,10,84.958938,10339.376
422,4,4,9,160,512,768,10,16,12,113.194458,12146.221312
423,4,4,9,160,512,896,10,16,14,146.443482,14273.93088
424,4,4,9,160,512,1024,10,16,16,184.70601,16722.504704
425,4,4,9,192,256,512,12,8,8,48.423386,6246.372864
426,4,4,9,192,256,640,12,8,10,71.317722,7711.3824
427,4,4,9,192,256,768,12,8,12,99.225562,9497.256192
428,4,4,9,192,256,896,12,8,14,132.146906,11603.99424
429,4,4,9,192,256,1024,12,8,16,170.081754,14031.596544
430,4,4,9,192,320,512,12,10,8,51.197402,6893.475328
431,4,4,9,192,320,640,12,10,10,74.173658,8363.727744
432,4,4,9,192,320,768,12,10,12,102.163418,10154.844416
433,4,4,9,192,320,896,12,10,14,135.166682,12266.825344
434,4,4,9,192,320,1024,12,10,16,173.18345,14699.670528
435,4,4,9,192,384,512,12,12,8,54.487514,7672.698368
436,4,4,9,192,384,640,12,12,10,77.54569,9148.193664
437,4,4,9,192,384,768,12,12,12,105.61737,10944.553216
438,4,4,9,192,384,896,12,12,14,138.702554,13061.777024
439,4,4,9,192,384,1024,12,12,16,176.801242,15499.865088
440,4,4,9,192,448,512,12,14,8,58.293722,8584.041984
441,4,4,9,192,448,640,12,14,10,81.433818,10064.78016
442,4,4,9,192,448,768,12,14,12,109.587418,11866.382592
443,4,4,9,192,448,896,12,14,14,142.754522,13988.84928
444,4,4,9,192,448,1024,12,14,16,180.93513,16432.180224
